_id,ltable_id,rtable_id,ltable_name,ltable_genus,ltable_family,rtable_name,rtable_genus,rtable_family
194,5300,1378,james river spinymussel,Pleurobema,Unionidae,orangefoot pimpleback ,Plethobasus ,Unionidae
195,5300,1379,james river spinymussel,Pleurobema,Unionidae,orangefoot pimpleback ,Plethobasus ,Unionidae
196,5301,689,dark pigtoe,Pleurobema,Unionidae,oyster mussel ,Epioblasma ,Unionidae
197,5301,690,dark pigtoe,Pleurobema,Unionidae,oyster mussel ,Epioblasma ,Unionidae
198,5301,691,dark pigtoe,Pleurobema,Unionidae,oyster mussel ,Epioblasma ,Unionidae
199,5301,1119,dark pigtoe,Pleurobema,Unionidae,clubshell pearly mussel ,Pleurobema ,Unionidae
200,5301,1130,dark pigtoe,Pleurobema,Unionidae,cumberland bean pearly mussel ,Villosa ,Unionidae
201,5301,1378,dark pigtoe,Pleurobema,Unionidae,orangefoot pimpleback ,Plethobasus ,Unionidae
202,5301,1379,dark pigtoe,Pleurobema,Unionidae,orangefoot pimpleback ,Plethobasus ,Unionidae
203,5302,689,southern pigtoe,Pleurobema,Unionidae,oyster mussel ,Epioblasma ,Unionidae
204,5302,690,southern pigtoe,Pleurobema,Unionidae,oyster mussel ,Epioblasma ,Unionidae
205,5302,691,southern pigtoe,Pleurobema,Unionidae,oyster mussel ,Epioblasma ,Unionidae
206,5302,1119,southern pigtoe,Pleurobema,Unionidae,clubshell pearly mussel ,Pleurobema ,Unionidae
207,5302,1130,southern pigtoe,Pleurobema,Unionidae,cumberland bean pearly mussel ,Villosa ,Unionidae
208,5302,1378,southern pigtoe,Pleurobema,Unionidae,orangefoot pimpleback ,Plethobasus ,Unionidae
209,5302,1379,southern pigtoe,Pleurobema,Unionidae,orangefoot pimpleback ,Plethobasus ,Unionidae
210,5303,689,cumberland pigtoe,Pleurobema,Unionidae,oyster mussel ,Epioblasma ,Unionidae
211,5303,690,cumberland pigtoe,Pleurobema,Unionidae,oyster mussel ,Epioblasma ,Unionidae
212,5303,691,cumberland pigtoe,Pleurobema,Unionidae,oyster mussel ,Epioblasma ,Unionidae
