_id,ltable_id,rtable_id,ltable_name,ltable_genus,ltable_family,rtable_name,rtable_genus,rtable_family
339,4576,16,aurelios rock lizard,Iberolacerta,Lacertidae,lagartija aranesa; aran rock lizard ,Iberolacerta ,Lacertidae
340,4576,28,aurelios rock lizard,Iberolacerta,Lacertidae,lagartija pallaresa; aurelios rock lizard ,Iberolacerta ,Lacertidae
341,4576,88,aurelios rock lizard,Iberolacerta,Lacertidae,cyrens rock lizard; iberian rock lizard; spanish mountain lizard; carpetane rock lizard ,Iberolacerta ,Lacertidae
342,4576,713,aurelios rock lizard,Iberolacerta,Lacertidae,lacerta martinezricai; pena de francia rock lizard ,Iberolacerta ,Lacertidae
343,4584,421,"green psammodromus, smallfingered psammodromus",Psammodromus,Lacertidae,green psammodromus; smallfingered psammodromus ,Psammodromus ,Lacertidae
344,4619,392,holymountain salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
345,4619,393,holymountain salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
346,4620,392,magnificent webfooted salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
347,4620,393,magnificent webfooted salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
348,4625,744,sagalla caecilian,Boulengerula,Herpelidae,sagala caecilian; sagalla caecilian ,Boulengerula ,Caeciliidae
349,4653,138,southern snaketail,Ophiogomphus,Gomphidae,edmund; edmunds snaketail ,Ophiogomphus ,Gomphidae
350,4669,377,"beautiful parachute spider, finely formed parachute spider",Poecilotheria,Theraphosidae,red slate ornamental; red slate ornamental tarantula; reddish parachute tarantula; rufus parachute spider; travancore slatered; reddish parachute spider ,Poecilotheria ,Theraphosidae
351,4669,731,"beautiful parachute spider, finely formed parachute spider",Poecilotheria,Theraphosidae,rameshwaram ornamental; rameshwaram parachute spider ,Poecilotheria ,Theraphosidae
352,4670,377,"bengal ornamental, wonderful parachute spider",Poecilotheria,Theraphosidae,red slate ornamental; red slate ornamental tarantula; reddish parachute tarantula; rufus parachute spider; travancore slatered; reddish parachute spider ,Poecilotheria ,Theraphosidae
353,4670,731,"bengal ornamental, wonderful parachute spider",Poecilotheria,Theraphosidae,rameshwaram ornamental; rameshwaram parachute spider ,Poecilotheria ,Theraphosidae
354,4671,377,"reddish parachute spider, red slate ornamental, rufus parachute spider, travancore slatered",Poecilotheria,Theraphosidae,red slate ornamental; red slate ornamental tarantula; reddish parachute tarantula; rufus parachute spider; travancore slatered; reddish parachute spider ,Poecilotheria ,Theraphosidae
355,4671,731,"reddish parachute spider, red slate ornamental, rufus parachute spider, travancore slatered",Poecilotheria,Theraphosidae,rameshwaram ornamental; rameshwaram parachute spider ,Poecilotheria ,Theraphosidae
356,4814,514,coldwater darter,Etheostoma,Percidae,yellowcheeked darter; yellowcheek darter ,Etheostoma ,Percidae
357,4824,432,spanish algyroides,Algyroides,Lacertidae,lagartija de valverde; spanish algyroides ,Algyroides ,Lacertidae
358,4836,219,"black howling monkey, guatemalan black howler, guatemalan black howler monkey, guatemalan howler, guatemalan howling monkey, lawrences howler monkey, mexican black howler monkey, yucatn black howler monkey",Alouatta,Atelidae,black howler monkey; central american black howler; guatemalan black howler monkey; guatemalan howler; guatemalan howling monkey; mexican black howler monkey,Alouatta ,Atelidae
359,4836,220,"black howling monkey, guatemalan black howler, guatemalan black howler monkey, guatemalan howler, guatemalan howling monkey, lawrences howler monkey, mexican black howler monkey, yucatn black howler monkey",Alouatta,Atelidae,black howler monkey; central american black howler; guatemalan black howler monkey; guatemalan howler; guatemalan howling monkey; mexican black howler monkey,Alouatta ,Atelidae
360,4837,219,"maranho redhanded howler, maranho redhanded howler monkey, redhanded howling monkey",Alouatta,Atelidae,black howler monkey; central american black howler; guatemalan black howler monkey; guatemalan howler; guatemalan howling monkey; mexican black howler monkey,Alouatta ,Atelidae
361,4837,220,"maranho redhanded howler, maranho redhanded howler monkey, redhanded howling monkey",Alouatta,Atelidae,black howler monkey; central american black howler; guatemalan black howler monkey; guatemalan howler; guatemalan howling monkey; mexican black howler monkey,Alouatta ,Atelidae
362,4856,776,"hewitts african ghost frog, hewitts ghost frog",Heleophryne,Heleophrynidae,ghost frog; roses ghost frog; roses torrent frog; skeleton gorge ghost frog; thumbed ghost frog; table mountain ghost frog ,Heleophryne ,Heleophrynidae
363,4856,777,"hewitts african ghost frog, hewitts ghost frog",Heleophryne,Heleophrynidae,ghost frog; roses ghost frog; roses torrent frog; skeleton gorge ghost frog; thumbed ghost frog; table mountain ghost frog ,Heleophryne ,Heleophrynidae
364,4874,399,pickersgills reed frog,Hyperolius,Hyperoliidae,nesionixalus thomensis; sao tome giant treefrog ,Hyperolius ,Hyperoliidae
365,4874,400,pickersgills reed frog,Hyperolius,Hyperoliidae,nesionixalus thomensis; sao tome giant treefrog ,Hyperolius ,Hyperoliidae
366,4885,539,axolotl,Ambystoma,Ambystomatidae,mexican axolotl; axolotl ,Ambystoma ,Ambystomatidae
367,4885,540,axolotl,Ambystoma,Ambystomatidae,mexican axolotl; axolotl ,Ambystoma ,Ambystomatidae
368,4885,541,axolotl,Ambystoma,Ambystomatidae,mexican axolotl; axolotl ,Ambystoma ,Ambystomatidae
369,4890,747,"saint croix ground lizard, st croix ameiva, st croix ground lizard",Ameiva,Teiidae,st croix ground lizard; saint croix ground lizard ,Ameiva ,Teiidae
370,4890,748,"saint croix ground lizard, st croix ameiva, st croix ground lizard",Ameiva,Teiidae,st croix ground lizard; saint croix ground lizard ,Ameiva ,Teiidae
371,4898,590,"coelacanth, gombessa",Latimeria,Latimeriidae,coelacanthe; coelacanth ,Latimeria ,Latimeriidae
372,4904,657,"atlantic ridley, gulf ridley, kemps ridley, mexican ridley",Lepidochelys,Cheloniidae,atlantic ridley turtle; kemps ridley turtle ,Lepidochelys ,Cheloniidae
373,4915,458,mountain mistfrog,Litoria,Hylidae,australian waterfall frog; waterfall frog; torrent tree frog ,Litoria ,Hylidae
374,4915,459,mountain mistfrog,Litoria,Hylidae,australian waterfall frog; waterfall frog; torrent tree frog ,Litoria ,Hylidae
375,4915,460,mountain mistfrog,Litoria,Hylidae,australian waterfall frog; waterfall frog; torrent tree frog ,Litoria ,Hylidae
376,4916,458,"armoured frog, armoured mistfrog",Litoria,Hylidae,australian waterfall frog; waterfall frog; torrent tree frog ,Litoria ,Hylidae
377,4916,459,"armoured frog, armoured mistfrog",Litoria,Hylidae,australian waterfall frog; waterfall frog; torrent tree frog ,Litoria ,Hylidae
378,4916,460,"armoured frog, armoured mistfrog",Litoria,Hylidae,australian waterfall frog; waterfall frog; torrent tree frog ,Litoria ,Hylidae
379,4918,43,"black crested macaque, celebes black macaque, celebes crested macaque, celebes macaque, crested black macaque, gorontalo macaque, sulawesi black macaque, sulawesi macaque",Macaca,Cercopithecidae,barbary ape; rock ape; barbary macaque ,Macaca ,Cercopithecidae
380,4918,44,"black crested macaque, celebes black macaque, celebes crested macaque, celebes macaque, crested black macaque, gorontalo macaque, sulawesi black macaque, sulawesi macaque",Macaca,Cercopithecidae,barbary ape; rock ape; barbary macaque ,Macaca ,Cercopithecidae
381,4918,268,"black crested macaque, celebes black macaque, celebes crested macaque, celebes macaque, crested black macaque, gorontalo macaque, sulawesi black macaque, sulawesi macaque",Macaca,Cercopithecidae,macaque  queue de lion; macaque ouandrou; ouandrou; liontailed macaque ,Macaca ,Cercopithecidae
382,4918,269,"black crested macaque, celebes black macaque, celebes crested macaque, celebes macaque, crested black macaque, gorontalo macaque, sulawesi black macaque, sulawesi macaque",Macaca,Cercopithecidae,macaque  queue de lion; macaque ouandrou; ouandrou; liontailed macaque ,Macaca ,Cercopithecidae
383,4918,456,"black crested macaque, celebes black macaque, celebes crested macaque, celebes macaque, crested black macaque, gorontalo macaque, sulawesi black macaque, sulawesi macaque",Macaca,Cercopithecidae,macaque couronn; macaque toque; toque macaque ,Macaca ,Cercopithecidae
384,4918,457,"black crested macaque, celebes black macaque, celebes crested macaque, celebes macaque, crested black macaque, gorontalo macaque, sulawesi black macaque, sulawesi macaque",Macaca,Cercopithecidae,macaque couronn; macaque toque; toque macaque ,Macaca ,Cercopithecidae
385,4918,592,"black crested macaque, celebes black macaque, celebes crested macaque, celebes macaque, crested black macaque, gorontalo macaque, sulawesi black macaque, sulawesi macaque",Macaca,Cercopithecidae,celebes black macaque; celebes crested macaque; celebes macaque; sulawesi macaque; crested black macaque ,Macaca ,Cercopithecidae
386,4918,593,"black crested macaque, celebes black macaque, celebes crested macaque, celebes macaque, crested black macaque, gorontalo macaque, sulawesi black macaque, sulawesi macaque",Macaca,Cercopithecidae,celebes black macaque; celebes crested macaque; celebes macaque; sulawesi macaque; crested black macaque ,Macaca ,Cercopithecidae
387,4918,686,"black crested macaque, celebes black macaque, celebes crested macaque, celebes macaque, crested black macaque, gorontalo macaque, sulawesi black macaque, sulawesi macaque",Macaca,Cercopithecidae,mentawai island macaque; pagai island macaque; pagai macaque; mentawai macaque ,Macaca ,Cercopithecidae
388,4918,687,"black crested macaque, celebes black macaque, celebes crested macaque, celebes macaque, crested black macaque, gorontalo macaque, sulawesi black macaque, sulawesi macaque",Macaca,Cercopithecidae,mentawai island macaque; pagai island macaque; pagai macaque; mentawai macaque ,Macaca ,Cercopithecidae
389,4922,583,chinese giant salamander,Andrias,Cryptobranchidae,chinese salamander; chinese giant salamander ,Andrias ,Cryptobranchidae
390,4923,628,"ginger tree frog, golden frog, golden mantella, madagascan golden frog, malagasy golden mantella, orange mantella, red mantella, yellow mantella",Mantella,Mantellidae,golden mantella; golden frog ,Mantella ,Mantellidae
391,4923,629,"ginger tree frog, golden frog, golden mantella, madagascan golden frog, malagasy golden mantella, orange mantella, red mantella, yellow mantella",Mantella,Mantellidae,golden mantella; golden frog ,Mantella ,Mantellidae
392,4951,663,kunming snout trout,Schizothorax,Cyprinidae,oreinus grahami; racoma grahami; kunming snout trout ,Schizothorax ,Cyprinidae
393,4974,364,taurus frog,Rana,Ranidae,pyrenees frog; pyrenean frog ,Rana ,Ranidae
394,4974,365,taurus frog,Rana,Ranidae,pyrenees frog; pyrenean frog ,Rana ,Ranidae
395,4977,783,hunaco water frog,Telmatobius,Telmatobiidae,andean frog; crawfords water frog; lake titicaca frog; white water frog; titicaca water frog ,Telmatobius ,Leptodactylidae
396,4983,283,claires mouse lemur,Microcebus,Cheirogaleidae,berthes mouse lemur; madame berthes mouse lemur ,Microcebus ,Cheirogaleidae
397,4985,244,"armenian myotis, armenian whiskered bat",Myotis,Vespertilionidae,social bat; indiana bat ,Myotis ,Vespertilionidae
398,5004,537,australian ant,Nothomyrmecia,Formicidae,the dinosaur ant; australian ant ,Nothomyrmecia ,Formicidae
399,5004,538,australian ant,Nothomyrmecia,Formicidae,the dinosaur ant; australian ant ,Nothomyrmecia ,Formicidae
400,5152,351,attenboroughs pitcher plant,Nepenthes,Nepenthaceae,nepenthes borneensis; pitcher plant ,Nepenthes ,Nepenthaceae
401,5152,352,attenboroughs pitcher plant,Nepenthes,Nepenthaceae,nepenthes phyllamphora; pitcher plant ,Nepenthes ,Nepenthaceae
402,5193,90,orlovs viper,Vipera,Viperidae,caucasus viper; caucasian viper ,Vipera ,Viperidae
403,5193,598,orlovs viper,Vipera,Viperidae,vipera kaznakovi dinniki; darevskys viper ,Vipera ,Viperidae
404,5193,709,orlovs viper,Vipera,Viperidae,pelias orlovi; vipera kaznakovi; orlovs viper ,Vipera ,Viperidae
405,5238,663,rara snowtrout,Schizothorax,Cyprinidae,oreinus grahami; racoma grahami; kunming snout trout ,Schizothorax ,Cyprinidae
406,5252,283,gerps mouse lemur,Microcebus,Cheirogaleidae,berthes mouse lemur; madame berthes mouse lemur ,Microcebus ,Cheirogaleidae
407,5270,128,deccan barb,Puntius,Cyprinidae,denisons barb; miss kerala; red line torpedo barb; redlined torpedo fish; denison barb ,Puntius ,Cyprinidae
408,5277,81,bizarrenosed chameleon,Calumma,Chamaeleonidae,chamaeleon gallus; calumma ,Calumma ,Chamaeleonidae
409,5277,186,bizarrenosed chameleon,Calumma,Chamaeleonidae,calumma globifera; calumma globiferum; globehorned chameleon ,Calumma ,Chamaeleonidae
410,5293,706,"orangefooted pimpleback mussel, orangefoot pimpleback",Plethobasus,Unionidae,orangefooted pearlymussel; orangefooted pimpleback mussel; orangefoot pimpleback ,Plethobasus ,Unionidae
411,5296,589,"club naiad, clubshell, clubshell pearly mussel",Pleurobema,Unionidae,club naiad; clubshell; northern clubshell; clubshell pearly mussel ,Pleurobema ,Unionidae
412,5297,589,"flat pigtoe, marshalls mussel",Pleurobema,Unionidae,club naiad; clubshell; northern clubshell; clubshell pearly mussel ,Pleurobema ,Unionidae
413,5298,589,"rough pigtoe, rough pigtoe pearly mussel",Pleurobema,Unionidae,club naiad; clubshell; northern clubshell; clubshell pearly mussel ,Pleurobema ,Unionidae
414,5299,589,painted clubshell,Pleurobema,Unionidae,club naiad; clubshell; northern clubshell; clubshell pearly mussel ,Pleurobema ,Unionidae
415,5300,589,james river spinymussel,Pleurobema,Unionidae,club naiad; clubshell; northern clubshell; clubshell pearly mussel ,Pleurobema ,Unionidae
416,5301,589,dark pigtoe,Pleurobema,Unionidae,club naiad; clubshell; northern clubshell; clubshell pearly mussel ,Pleurobema ,Unionidae
417,5302,589,southern pigtoe,Pleurobema,Unionidae,club naiad; clubshell; northern clubshell; clubshell pearly mussel ,Pleurobema ,Unionidae
418,5303,589,cumberland pigtoe,Pleurobema,Unionidae,club naiad; clubshell; northern clubshell; clubshell pearly mussel ,Pleurobema ,Unionidae
419,5305,589,warrior pigtoe,Pleurobema,Unionidae,club naiad; clubshell; northern clubshell; clubshell pearly mussel ,Pleurobema ,Unionidae
420,5387,107,perriers sifaka,Propithecus,Indriidae,propithecus verreauxi coquereli; coquerels sifaka ,Propithecus ,Indriidae
421,5387,111,perriers sifaka,Propithecus,Indriidae,propithecus verreauxi coronatus; crowned sifaka ,Propithecus ,Indriidae
422,5387,131,perriers sifaka,Propithecus,Indriidae,propithque  diadme; diademed sifaka ,Propithecus ,Indriidae
423,5387,195,perriers sifaka,Propithecus,Indriidae,tattersalls sifaka; goldencrowned sifaka ,Propithecus ,Indriidae
424,5387,308,perriers sifaka,Propithecus,Indriidae,propithecus diadema edwardsi; propithecus holomelas; milneedwards sifaka ,Propithecus ,Indriidae
425,5387,715,perriers sifaka,Propithecus,Indriidae,propithecus diadema perrieri; perriers sifaka ,Propithecus ,Indriidae
426,5387,758,perriers sifaka,Propithecus,Indriidae,propithecus diadema candidus; silky sifaka ,Propithecus ,Indriidae
427,5446,270,vanikoro flying fox,Pteropus,Pteropodidae,comoro black fruit bat; livingstones bat; livingstones flying fox ,Pteropus ,Pteropodidae
428,5446,298,vanikoro flying fox,Pteropus,Pteropodidae,greater mascarene flying fox; mauritan flying fox; mauritius fruit bat; mauritian flying fox ,Pteropus ,Pteropodidae
429,5446,299,vanikoro flying fox,Pteropus,Pteropodidae,greater mascarene flying fox; mauritan flying fox; mauritius fruit bat; mauritian flying fox ,Pteropus ,Pteropodidae
430,5446,743,vanikoro flying fox,Pteropus,Pteropodidae,rodrigues fruit bat; rodrigues flying fox ,Pteropus ,Pteropodidae
431,5482,328,diyarbakir spined loach,Cobitis,Cobitidae,lamprehuela; verdem do norte; northern iberian spinedloach ,Cobitis ,Cobitidae
432,5483,328,bithynian spined loach,Cobitis,Cobitidae,lamprehuela; verdem do norte; northern iberian spinedloach ,Cobitis ,Cobitidae
433,5484,419,cappadocian gudgeon,Gobio,Cyprinidae,gobio gobio skadarensis; skadar gudgeon ,Gobio ,Cyprinidae
434,5485,419,cihanbeyli gudgeon,Gobio,Cyprinidae,gobio gobio skadarensis; skadar gudgeon ,Gobio ,Cyprinidae
435,5488,605,ramsey canyon leopard frog,Lithobates,Ranidae,dark gopher frog; dusky crawfish frog; mississippi gopher frog; dusky gopher frog ,Lithobates ,Ranidae
436,5489,605,tlalocs leopard frog,Lithobates,Ranidae,dark gopher frog; dusky crawfish frog; mississippi gopher frog; dusky gopher frog ,Lithobates ,Ranidae
437,5742,514,vermilion darter,Etheostoma,Percidae,yellowcheeked darter; yellowcheek darter ,Etheostoma ,Percidae
438,5743,514,duskytail darter,Etheostoma,Percidae,yellowcheeked darter; yellowcheek darter ,Etheostoma ,Percidae
439,5800,558,"black sea bass, giant sea bass",Stereolepis,Polyprionidae,giant sea bass; black sea bass ,Stereolepis ,Polyprionidae
440,5807,783,arico water frog,Telmatobius,Telmatobiidae,andean frog; crawfords water frog; lake titicaca frog; white water frog; titicaca water frog ,Telmatobius ,Leptodactylidae
441,5816,25,southern bluefin tuna,Thunnus,Scombridae,northern bluefin tuna; atlantic bluefin tuna ,Thunnus ,Scombridae
442,5816,26,southern bluefin tuna,Thunnus,Scombridae,northern bluefin tuna; atlantic bluefin tuna ,Thunnus ,Scombridae
443,5816,763,southern bluefin tuna,Thunnus,Scombridae,thon rouge du sud; southern bluefin tuna ,Thunnus ,Scombridae
444,5818,160,delacours langur,Trachypithecus,Cercopithecidae,franoiss langur; franoiss leaf monkey; tonkin leaf monkey; white sideburned black langur; francoiss langur ,Trachypithecus ,Cercopithecidae
445,5818,161,delacours langur,Trachypithecus,Cercopithecidae,franoiss langur; franoiss leaf monkey; tonkin leaf monkey; white sideburned black langur; francoiss langur ,Trachypithecus ,Cercopithecidae
446,5818,178,delacours langur,Trachypithecus,Cercopithecidae,germains silver langur; germains silver leaf monkey; indochinese lutung; indochinese silvered langur; germains langur ,Trachypithecus ,Cercopithecidae
447,5818,189,delacours langur,Trachypithecus,Cercopithecidae,entelle dore; langur dor; semnopithque de gee; semnopithque dor; golden langur ,Trachypithecus ,Cercopithecidae
448,5818,361,delacours langur,Trachypithecus,Cercopithecidae,purplefaced leaf monkey; purplefaced langur ,Trachypithecus ,Cercopithecidae
449,5818,362,delacours langur,Trachypithecus,Cercopithecidae,purplefaced leaf monkey; purplefaced langur ,Trachypithecus ,Cercopithecidae
450,5818,601,delacours langur,Trachypithecus,Cercopithecidae,whiterumped black langur; delacours langur ,Trachypithecus ,Cercopithecidae
451,5818,602,delacours langur,Trachypithecus,Cercopithecidae,whiterumped black langur; delacours langur ,Trachypithecus ,Cercopithecidae
452,5818,807,delacours langur,Trachypithecus,Cercopithecidae,trachypithecus francoisi poliocephalus; whiteheaded langur ,Trachypithecus ,Cercopithecidae
453,5818,808,delacours langur,Trachypithecus,Cercopithecidae,trachypithecus francoisi poliocephalus; whiteheaded langur ,Trachypithecus ,Cercopithecidae
454,5823,789,chiapan climbing rat,Tylomys,Cricetidae,tumbal climbing rat; tumbala climbingrat; tumbala climbing rat ,Tylomys ,Cricetidae
455,5824,789,"tumbala climbing rat, tumbal climbing rat",Tylomys,Cricetidae,tumbal climbing rat; tumbala climbingrat; tumbala climbing rat ,Tylomys ,Cricetidae
456,5829,559,"blackandwhite ruffed lemur, ruffed lemur",Varecia,Lemuridae,ruffed lemur; blackandwhite ruffed lemur ,Varecia ,Lemuridae
457,5830,595,"cumberland bean, cumberland bean pearly mussel, purple bean",Villosa,Unionidae,cumberland bean; purple bean; cumberland bean pearly mussel ,Villosa ,Unionidae
458,5831,595,purple bean,Villosa,Unionidae,cumberland bean; purple bean; cumberland bean pearly mussel ,Villosa ,Unionidae
459,5833,536,"atlantic sturgeon, baltic sturgeon, common sturgeon",Acipenser,Acipenseridae,baltic sturgeon; common sturgeon; atlantic sturgeon ,Acipenser ,Acipenseridae
460,5833,769,"atlantic sturgeon, baltic sturgeon, common sturgeon",Acipenser,Acipenseridae,star sturgeon; stellate sturgeon ,Acipenser ,Acipenseridae
461,5833,814,"atlantic sturgeon, baltic sturgeon, common sturgeon",Acipenser,Acipenseridae,dabrys sturgeon; yangtze sturgeon ,Acipenser ,Acipenseridae
462,5834,90,darevskys viper,Vipera,Viperidae,caucasus viper; caucasian viper ,Vipera ,Viperidae
463,5834,598,darevskys viper,Vipera,Viperidae,vipera kaznakovi dinniki; darevskys viper ,Vipera ,Viperidae
464,5834,709,darevskys viper,Vipera,Viperidae,pelias orlovi; vipera kaznakovi; orlovs viper ,Vipera ,Viperidae
465,5843,402,petropsaro,Barbus,Cyprinidae,clanwilliam sawfin; sawfin ,Barbus ,Cyprinidae
466,5868,244,yanbaru whiskered bat,Myotis,Vespertilionidae,social bat; indiana bat ,Myotis ,Vespertilionidae
467,5871,691,"cape cedar, clanwilliam cedar, clanwilliam cypress",Widdringtonia,Cupressaceae,mlanje cedar; mlanje cypress; mulanje cedarwood; mulanje cedar ,Widdringtonia ,Cupressaceae
468,5936,648,haha,Cyanea,Campanulaceae,prickly cyanea; holokea ,Cyanea ,Campanulaceae
469,5983,644,slender oak,Quercus,Fagaceae,encino of hinton; encino prieto; hintons oak ,Quercus ,Fagaceae
470,5984,644,chisos mountains oak,Quercus,Fagaceae,encino of hinton; encino prieto; hintons oak ,Quercus ,Fagaceae
471,6174,804,white seraya,Parashorea,Dipterocarpaceae,white lauan; white seraya ,Parashorea ,Dipterocarpaceae
472,6203,311,"candelabra tree, parana pine, paranpine",Araucaria,Araucariaceae,araucaria; pino araucana; pino chileno; pionero; monkey puzzle ,Araucaria ,Araucariaceae
473,6238,804,"white lauan, white seraya",Parashorea,Dipterocarpaceae,white lauan; white seraya ,Parashorea ,Dipterocarpaceae
474,6239,804,white meranti,Parashorea,Dipterocarpaceae,white lauan; white seraya ,Parashorea ,Dipterocarpaceae
475,6269,740,"bushman hare, bushman rabbit, riverine rabbit",Bunolagus,Leporidae,boshaas; bushman hare; doekvoet; pondhaas; riverine rabbit ,Bunolagus ,Leporidae
476,6269,741,"bushman hare, bushman rabbit, riverine rabbit",Bunolagus,Leporidae,boshaas; bushman hare; doekvoet; pondhaas; riverine rabbit ,Bunolagus ,Leporidae
477,6269,742,"bushman hare, bushman rabbit, riverine rabbit",Bunolagus,Leporidae,boshaas; bushman hare; doekvoet; pondhaas; riverine rabbit ,Bunolagus ,Leporidae
478,6301,804,"white lauan, white seraya",Parashorea,Dipterocarpaceae,white lauan; white seraya ,Parashorea ,Dipterocarpaceae
479,6816,43,"pagai island macaque, pagai macaque",Macaca,Cercopithecidae,barbary ape; rock ape; barbary macaque ,Macaca ,Cercopithecidae
480,6816,44,"pagai island macaque, pagai macaque",Macaca,Cercopithecidae,barbary ape; rock ape; barbary macaque ,Macaca ,Cercopithecidae
481,6816,268,"pagai island macaque, pagai macaque",Macaca,Cercopithecidae,macaque  queue de lion; macaque ouandrou; ouandrou; liontailed macaque ,Macaca ,Cercopithecidae
482,6816,269,"pagai island macaque, pagai macaque",Macaca,Cercopithecidae,macaque  queue de lion; macaque ouandrou; ouandrou; liontailed macaque ,Macaca ,Cercopithecidae
483,6816,456,"pagai island macaque, pagai macaque",Macaca,Cercopithecidae,macaque couronn; macaque toque; toque macaque ,Macaca ,Cercopithecidae
484,6816,457,"pagai island macaque, pagai macaque",Macaca,Cercopithecidae,macaque couronn; macaque toque; toque macaque ,Macaca ,Cercopithecidae
485,6816,592,"pagai island macaque, pagai macaque",Macaca,Cercopithecidae,celebes black macaque; celebes crested macaque; celebes macaque; sulawesi macaque; crested black macaque ,Macaca ,Cercopithecidae
486,6816,593,"pagai island macaque, pagai macaque",Macaca,Cercopithecidae,celebes black macaque; celebes crested macaque; celebes macaque; sulawesi macaque; crested black macaque ,Macaca ,Cercopithecidae
487,6816,686,"pagai island macaque, pagai macaque",Macaca,Cercopithecidae,mentawai island macaque; pagai island macaque; pagai macaque; mentawai macaque ,Macaca ,Cercopithecidae
488,6816,687,"pagai island macaque, pagai macaque",Macaca,Cercopithecidae,mentawai island macaque; pagai island macaque; pagai macaque; mentawai macaque ,Macaca ,Cercopithecidae
489,6817,218,bornean banded langur,Presbytis,Cercopithecidae,java leaf monkey; javan grizzled langur; javan surili; grizzled leaf monkey ,Presbytis ,Cercopithecidae
490,6817,310,bornean banded langur,Presbytis,Cercopithecidae,sumatran surili; mitred leaf monkey ,Presbytis ,Cercopithecidae
491,6818,175,colombian woolly monkey,Lagothrix,Atelidae,peruvian woolly monkey; geoffroys woolly monkey ,Lagothrix ,Atelidae
492,6818,176,colombian woolly monkey,Lagothrix,Atelidae,peruvian woolly monkey; geoffroys woolly monkey ,Lagothrix ,Atelidae
493,6835,109,"ecuadorian capuchin, ecuadorian whitefronted capuchin",Cebus,Cebidae,robust tufted capuchin; crested capuchin ,Cebus ,Cebidae
494,6835,815,"ecuadorian capuchin, ecuadorian whitefronted capuchin",Cebus,Cebidae,buffheaded capuchin; buffyheaded capuchin; goldenbellied capuchin; yellowbreasted capuchin ,Cebus ,Cebidae
495,6835,816,"ecuadorian capuchin, ecuadorian whitefronted capuchin",Cebus,Cebidae,buffheaded capuchin; buffyheaded capuchin; goldenbellied capuchin; yellowbreasted capuchin ,Cebus ,Cebidae
496,6840,49,golf ball,Mammillaria,Cactaceae,biznaguita de la caada,Mammillaria ,Cactaceae
497,6840,677,golf ball,Mammillaria,Cactaceae,bola de hilo; mammillaria ,Mammillaria ,Cactaceae
498,6859,458,booroolong frog,Litoria,Hylidae,australian waterfall frog; waterfall frog; torrent tree frog ,Litoria ,Hylidae
499,6859,459,booroolong frog,Litoria,Hylidae,australian waterfall frog; waterfall frog; torrent tree frog ,Litoria ,Hylidae
500,6859,460,booroolong frog,Litoria,Hylidae,australian waterfall frog; waterfall frog; torrent tree frog ,Litoria ,Hylidae
501,6880,121,wades pitogo,Cycas,Cycadaceae,common pitogo; queen sago; cycad ,Cycas ,Cycadaceae
502,6880,122,wades pitogo,Cycas,Cycadaceae,common pitogo; queen sago; cycad ,Cycas ,Cycadaceae
503,6887,355,"dryad monkey, dryas guenon, dryas monkey, salonga guenon",Cercopithecus,Cercopithecidae,preusss monkey; preusss guenon ,Cercopithecus ,Cercopithecidae
504,7009,565,boreal felt lichen,Erioderma,Pannariaceae,fungi; boreal felt lichen ,Erioderma ,Pannariaceae
505,7014,648,st johns rollandia,Cyanea,Campanulaceae,prickly cyanea; holokea ,Cyanea ,Campanulaceae
506,7034,648,honolulu cyanea,Cyanea,Campanulaceae,prickly cyanea; holokea ,Cyanea ,Campanulaceae
507,7047,152,oaxaca spinytailed iguana,Ctenosaura,Iguanidae,oaxacan spinytail iguana; oaxacan spinytailed iguana; fivekeeled spinytailed iguana ,Ctenosaura ,Iguanidae
508,7047,153,oaxaca spinytailed iguana,Ctenosaura,Iguanidae,oaxacan spinytail iguana; oaxacan spinytailed iguana; fivekeeled spinytailed iguana ,Ctenosaura ,Iguanidae
509,7047,221,oaxaca spinytailed iguana,Ctenosaura,Iguanidae,paleate spinytailed iguana; guatemalan spinytailed iguana ,Ctenosaura ,Iguanidae
510,7099,603,dlinza forest pinwheel,Trachycystis,Charopidae,dlinza forest pinwheel; dlinza pinwheel ,Trachycystis ,Charopidae
511,7099,604,dlinza forest pinwheel,Trachycystis,Charopidae,dlinza forest pinwheel; dlinza pinwheel ,Trachycystis ,Charopidae
512,7224,283,marohita mouse lemur,Microcebus,Cheirogaleidae,berthes mouse lemur; madame berthes mouse lemur ,Microcebus ,Cheirogaleidae
513,7335,626,boulengers stubfoot toad,Atelopus,Bufonidae,cerro campana stubfoot toad; golden frog; panamanian golden frog; zeteks frog; zeteks golden frog; golden arrow poison frog ,Atelopus ,Bufonidae
514,7335,627,boulengers stubfoot toad,Atelopus,Bufonidae,cerro campana stubfoot toad; golden frog; panamanian golden frog; zeteks frog; zeteks golden frog; golden arrow poison frog ,Atelopus ,Bufonidae
