_id,ltable_id,rtable_id,ltable_name,ltable_genus,ltable_family,rtable_name,rtable_genus,rtable_family
167,2846,345,"blackfaced black spider monkey, chamek spider monkey, peruvian black spider monkey, peruvian spider monkey",Ateles,Atelidae,black spider monkey; blackfaced spider monkey; chamek spider monkey; peruvian black spider monkey; peruvian spider monkey ,Ateles ,Atelidae
168,2846,486,"blackfaced black spider monkey, chamek spider monkey, peruvian black spider monkey, peruvian spider monkey",Ateles,Atelidae,longhaired spider monkey; whitefronted spider monkey; whitebellied spider monkey ,Ateles ,Atelidae
169,2846,487,"blackfaced black spider monkey, chamek spider monkey, peruvian black spider monkey, peruvian spider monkey",Ateles,Atelidae,longhaired spider monkey; whitefronted spider monkey; whitebellied spider monkey ,Ateles ,Atelidae
170,2846,493,"blackfaced black spider monkey, chamek spider monkey, peruvian black spider monkey, peruvian spider monkey",Ateles,Atelidae,marimanda spider monkey; whitecheeked spider monkey; whitewhiskered spider monkey ,Ateles ,Atelidae
171,2846,494,"blackfaced black spider monkey, chamek spider monkey, peruvian black spider monkey, peruvian spider monkey",Ateles,Atelidae,marimanda spider monkey; whitecheeked spider monkey; whitewhiskered spider monkey ,Ateles ,Atelidae
172,2846,570,"blackfaced black spider monkey, chamek spider monkey, peruvian black spider monkey, peruvian spider monkey",Ateles,Atelidae,blackheaded spider monkey; brownheaded spider monkey ,Ateles ,Atelidae
173,2846,571,"blackfaced black spider monkey, chamek spider monkey, peruvian black spider monkey, peruvian spider monkey",Ateles,Atelidae,blackheaded spider monkey; brownheaded spider monkey ,Ateles ,Atelidae
174,2846,794,"blackfaced black spider monkey, chamek spider monkey, peruvian black spider monkey, peruvian spider monkey",Ateles,Atelidae,brown spider monkey; variegated spider monkey ,Ateles ,Atelidae
175,2846,795,"blackfaced black spider monkey, chamek spider monkey, peruvian black spider monkey, peruvian spider monkey",Ateles,Atelidae,brown spider monkey; variegated spider monkey ,Ateles ,Atelidae
176,2847,484,"sambirano avahi, sambirano woolly lemur",Avahi,Indriidae,lorenz von liburnaus woolly lemur; western avahi; western woolly lemur ,Avahi ,Indriidae
177,2848,450,"leafnosed lizard, tennents leafnosed lizard",Ceratophora,Agamidae,leafnosed lizard; rhinoceros agama; tennents leafnosed lizard ,Ceratophora ,Agamidae
178,2861,445,"sanje crested mangabey, sanje mangabey, sanje river mangabey",Cercocebus,Cercopithecidae,crested mangabey; tana river crested mangabey; tana river mangabey ,Cercocebus ,Cercopithecidae
179,2861,446,"sanje crested mangabey, sanje mangabey, sanje river mangabey",Cercocebus,Cercopithecidae,crested mangabey; tana river crested mangabey; tana river mangabey ,Cercocebus ,Cercopithecidae
180,2888,316,"falcate yellowwood, henkels yellowwood",Podocarpus,Podocarpaceae,taiwan podocarp; nakai podocarp ,Podocarpus ,Podocarpaceae
181,3176,468,uta hicks bearded saki,Chiropotes,Pitheciidae,chiropotes satanas utahicki; uta hicks bearded saki ,Chiropotes ,Pitheciidae
182,3176,469,uta hicks bearded saki,Chiropotes,Pitheciidae,chiropotes satanas utahicki; uta hicks bearded saki ,Chiropotes ,Pitheciidae
183,3176,492,uta hicks bearded saki,Chiropotes,Pitheciidae,rednosed bearded saki; rednosed saki; whitenosed bearded saki; whitenosed saki ,Chiropotes ,Pitheciidae
184,3176,552,uta hicks bearded saki,Chiropotes,Pitheciidae,black saki; blackbearded saki; brownbearded saki; bearded saki ,Chiropotes ,Pitheciidae
185,3176,553,uta hicks bearded saki,Chiropotes,Pitheciidae,black saki; blackbearded saki; brownbearded saki; bearded saki ,Chiropotes ,Pitheciidae
186,3186,148,falkland rockcress,Phlebolobium,Cruciferae,rockcress; falklands rock cress ,Phlebolobium ,Cruciferae
187,3191,152,yellowbacked spinytailed iguana,Ctenosaura,Iguanidae,oaxacan spinytail iguana; oaxacan spinytailed iguana; fivekeeled spinytailed iguana ,Ctenosaura ,Iguanidae
188,3191,153,yellowbacked spinytailed iguana,Ctenosaura,Iguanidae,oaxacan spinytail iguana; oaxacan spinytailed iguana; fivekeeled spinytailed iguana ,Ctenosaura ,Iguanidae
189,3191,221,yellowbacked spinytailed iguana,Ctenosaura,Iguanidae,paleate spinytailed iguana; guatemalan spinytailed iguana ,Ctenosaura ,Iguanidae
190,3192,152,"fivekeeled spinytailed iguana, oaxacan spinytailed iguana, oaxacan spinytail iguana",Ctenosaura,Iguanidae,oaxacan spinytail iguana; oaxacan spinytailed iguana; fivekeeled spinytailed iguana ,Ctenosaura ,Iguanidae
191,3192,153,"fivekeeled spinytailed iguana, oaxacan spinytailed iguana, oaxacan spinytail iguana",Ctenosaura,Iguanidae,oaxacan spinytail iguana; oaxacan spinytailed iguana; fivekeeled spinytailed iguana ,Ctenosaura ,Iguanidae
192,3192,221,"fivekeeled spinytailed iguana, oaxacan spinytailed iguana, oaxacan spinytail iguana",Ctenosaura,Iguanidae,paleate spinytailed iguana; guatemalan spinytailed iguana ,Ctenosaura ,Iguanidae
193,3373,140,azuero parakeet,Pyrrhura,Psittacidae,cotorra de el oro; perico de el oro; el oro parakeet ,Pyrrhura ,Psittacidae
194,3798,468,"rednosed bearded saki, rednosed saki, whitenosed bearded saki, whitenosed saki",Chiropotes,Pitheciidae,chiropotes satanas utahicki; uta hicks bearded saki ,Chiropotes ,Pitheciidae
195,3798,469,"rednosed bearded saki, rednosed saki, whitenosed bearded saki, whitenosed saki",Chiropotes,Pitheciidae,chiropotes satanas utahicki; uta hicks bearded saki ,Chiropotes ,Pitheciidae
196,3798,492,"rednosed bearded saki, rednosed saki, whitenosed bearded saki, whitenosed saki",Chiropotes,Pitheciidae,rednosed bearded saki; rednosed saki; whitenosed bearded saki; whitenosed saki ,Chiropotes ,Pitheciidae
197,3798,552,"rednosed bearded saki, rednosed saki, whitenosed bearded saki, whitenosed saki",Chiropotes,Pitheciidae,black saki; blackbearded saki; brownbearded saki; bearded saki ,Chiropotes ,Pitheciidae
198,3798,553,"rednosed bearded saki, rednosed saki, whitenosed bearded saki, whitenosed saki",Chiropotes,Pitheciidae,black saki; blackbearded saki; brownbearded saki; bearded saki ,Chiropotes ,Pitheciidae
199,3823,102,minnownase,Chondrostoma,Cyprinidae,beyehir nase; chondrostoma ,Chondrostoma ,Cyprinidae
200,3937,626,"darien stubfoot toad, toad mountain harlequin frog",Atelopus,Bufonidae,cerro campana stubfoot toad; golden frog; panamanian golden frog; zeteks frog; zeteks golden frog; golden arrow poison frog ,Atelopus ,Bufonidae
201,3937,627,"darien stubfoot toad, toad mountain harlequin frog",Atelopus,Bufonidae,cerro campana stubfoot toad; golden frog; panamanian golden frog; zeteks frog; zeteks golden frog; golden arrow poison frog ,Atelopus ,Bufonidae
202,3937,732,"darien stubfoot toad, toad mountain harlequin frog",Atelopus,Bufonidae,veragua stubfoot toad; rancho grande harlequin frog ,Atelopus ,Bufonidae
203,3937,733,"darien stubfoot toad, toad mountain harlequin frog",Atelopus,Bufonidae,veragua stubfoot toad; rancho grande harlequin frog ,Atelopus ,Bufonidae
204,3937,736,"darien stubfoot toad, toad mountain harlequin frog",Atelopus,Bufonidae,rednosed stubfoot toad; rednosed stubfooted toad ,Atelopus ,Bufonidae
205,3939,626,limosa harlequin frog,Atelopus,Bufonidae,cerro campana stubfoot toad; golden frog; panamanian golden frog; zeteks frog; zeteks golden frog; golden arrow poison frog ,Atelopus ,Bufonidae
206,3939,627,limosa harlequin frog,Atelopus,Bufonidae,cerro campana stubfoot toad; golden frog; panamanian golden frog; zeteks frog; zeteks golden frog; golden arrow poison frog ,Atelopus ,Bufonidae
207,3939,732,limosa harlequin frog,Atelopus,Bufonidae,veragua stubfoot toad; rancho grande harlequin frog ,Atelopus ,Bufonidae
208,3939,733,limosa harlequin frog,Atelopus,Bufonidae,veragua stubfoot toad; rancho grande harlequin frog ,Atelopus ,Bufonidae
209,3939,736,limosa harlequin frog,Atelopus,Bufonidae,rednosed stubfoot toad; rednosed stubfooted toad ,Atelopus ,Bufonidae
210,3944,251,jeweled toad,Incilius,Bufonidae,bufo gemmifer; cranopsis gemmifer; ollotis gemmifer; jeweled toad ,Incilius ,Bufonidae
211,3958,482,tai toad,Amietophrynus,Bufonidae,august frog; cape toad; panther toad; snoring toad; southern panther toad; western leopard toad ,Amietophrynus ,Bufonidae
212,3960,482,villiers toad,Amietophrynus,Bufonidae,august frog; cape toad; panther toad; snoring toad; southern panther toad; western leopard toad ,Amietophrynus ,Bufonidae
213,3990,179,"giant bushytailed cloud rat, luzon bushytailed cloud rat, luzon crateromys",Crateromys,Muridae,luzon bushytailed cloud rat; philippine bushytailed rat; giant bushytailed cloud rat ,Crateromys ,Muridae
214,3990,341,"giant bushytailed cloud rat, luzon bushytailed cloud rat, luzon crateromys",Crateromys,Muridae,panay cloud runner; panay bushytailed cloud rat ,Crateromys ,Muridae
215,4022,108,chamula mountain brook frog,Duellmanohyla,Hylidae,redeyed stream frog; costa rica brook frog ,Duellmanohyla ,Hylidae
216,4022,568,chamula mountain brook frog,Duellmanohyla,Hylidae,copan brook frog; brook frog ,Duellmanohyla ,Hylidae
217,4022,569,chamula mountain brook frog,Duellmanohyla,Hylidae,copan brook frog; brook frog ,Duellmanohyla ,Hylidae
218,4024,108,costa rica brook frog,Duellmanohyla,Hylidae,redeyed stream frog; costa rica brook frog ,Duellmanohyla ,Hylidae
219,4024,568,costa rica brook frog,Duellmanohyla,Hylidae,copan brook frog; brook frog ,Duellmanohyla ,Hylidae
220,4024,569,costa rica brook frog,Duellmanohyla,Hylidae,copan brook frog; brook frog ,Duellmanohyla ,Hylidae
221,4059,84,ansells shrew,Crocidura,Soricidae,canary shrew; canarian shrew ,Crocidura ,Soricidae
222,4059,401,ansells shrew,Crocidura,Soricidae,sao tom shrew; so tom shrew; sao tome shrew ,Crocidura ,Soricidae
223,4061,84,baileys shrew,Crocidura,Soricidae,canary shrew; canarian shrew ,Crocidura ,Soricidae
224,4061,401,baileys shrew,Crocidura,Soricidae,sao tom shrew; so tom shrew; sao tome shrew ,Crocidura ,Soricidae
225,4070,84,"kivu longhaired shrew, lemara shrew",Crocidura,Soricidae,canary shrew; canarian shrew ,Crocidura ,Soricidae
226,4070,401,"kivu longhaired shrew, lemara shrew",Crocidura,Soricidae,sao tom shrew; so tom shrew; sao tome shrew ,Crocidura ,Soricidae
227,4071,84,guramba shrew,Crocidura,Soricidae,canary shrew; canarian shrew ,Crocidura ,Soricidae
228,4071,401,guramba shrew,Crocidura,Soricidae,sao tom shrew; so tom shrew; sao tome shrew ,Crocidura ,Soricidae
229,4075,84,"kahuzi swamp shrew, narrowheaded shrew",Crocidura,Soricidae,canary shrew; canarian shrew ,Crocidura ,Soricidae
230,4075,401,"kahuzi swamp shrew, narrowheaded shrew",Crocidura,Soricidae,sao tom shrew; so tom shrew; sao tome shrew ,Crocidura ,Soricidae
231,4076,84,tanzanian shrew,Crocidura,Soricidae,canary shrew; canarian shrew ,Crocidura ,Soricidae
232,4076,401,tanzanian shrew,Crocidura,Soricidae,sao tom shrew; so tom shrew; sao tome shrew ,Crocidura ,Soricidae
233,4077,84,telfords shrew,Crocidura,Soricidae,canary shrew; canarian shrew ,Crocidura ,Soricidae
234,4077,401,telfords shrew,Crocidura,Soricidae,sao tom shrew; so tom shrew; sao tome shrew ,Crocidura ,Soricidae
235,4088,84,"sao tom shrew, so tom shrew",Crocidura,Soricidae,canary shrew; canarian shrew ,Crocidura ,Soricidae
236,4088,401,"sao tom shrew, so tom shrew",Crocidura,Soricidae,sao tom shrew; so tom shrew; sao tome shrew ,Crocidura ,Soricidae
237,4093,84,negros shrew,Crocidura,Soricidae,canary shrew; canarian shrew ,Crocidura ,Soricidae
238,4093,401,negros shrew,Crocidura,Soricidae,sao tom shrew; so tom shrew; sao tome shrew ,Crocidura ,Soricidae
239,4095,399,bobiri reed frog,Hyperolius,Hyperoliidae,nesionixalus thomensis; sao tome giant treefrog ,Hyperolius ,Hyperoliidae
240,4095,400,bobiri reed frog,Hyperolius,Hyperoliidae,nesionixalus thomensis; sao tome giant treefrog ,Hyperolius ,Hyperoliidae
241,4096,399,luvubu reed frog,Hyperolius,Hyperoliidae,nesionixalus thomensis; sao tome giant treefrog ,Hyperolius ,Hyperoliidae
242,4096,400,luvubu reed frog,Hyperolius,Hyperoliidae,nesionixalus thomensis; sao tome giant treefrog ,Hyperolius ,Hyperoliidae
243,4097,399,whitestriped reed frog,Hyperolius,Hyperoliidae,nesionixalus thomensis; sao tome giant treefrog ,Hyperolius ,Hyperoliidae
244,4097,400,whitestriped reed frog,Hyperolius,Hyperoliidae,nesionixalus thomensis; sao tome giant treefrog ,Hyperolius ,Hyperoliidae
245,4099,399,mount nimba reed frog,Hyperolius,Hyperoliidae,nesionixalus thomensis; sao tome giant treefrog ,Hyperolius ,Hyperoliidae
246,4099,400,mount nimba reed frog,Hyperolius,Hyperoliidae,nesionixalus thomensis; sao tome giant treefrog ,Hyperolius ,Hyperoliidae
247,4100,399,ukami reed frog,Hyperolius,Hyperoliidae,nesionixalus thomensis; sao tome giant treefrog ,Hyperolius ,Hyperoliidae
248,4100,400,ukami reed frog,Hyperolius,Hyperoliidae,nesionixalus thomensis; sao tome giant treefrog ,Hyperolius ,Hyperoliidae
249,4101,84,bale shrew,Crocidura,Soricidae,canary shrew; canarian shrew ,Crocidura ,Soricidae
250,4101,401,bale shrew,Crocidura,Soricidae,sao tom shrew; so tom shrew; sao tome shrew ,Crocidura ,Soricidae
251,4102,84,desperate shrew,Crocidura,Soricidae,canary shrew; canarian shrew ,Crocidura ,Soricidae
252,4102,401,desperate shrew,Crocidura,Soricidae,sao tom shrew; so tom shrew; sao tome shrew ,Crocidura ,Soricidae
253,4110,84,"cameroonian shrew, pitch shrew",Crocidura,Soricidae,canary shrew; canarian shrew ,Crocidura ,Soricidae
254,4110,401,"cameroonian shrew, pitch shrew",Crocidura,Soricidae,sao tom shrew; so tom shrew; sao tome shrew ,Crocidura ,Soricidae
255,4164,499,"cricket coqui, cricket robber frog, green coqui",Eleutherodactylus,Eleutherodactylidae,melodius coqui; wightmans robber frog ,Eleutherodactylus ,Leptodactylidae
256,4168,499,"hedricks coqui, hedricks robber frog, treehole coqui",Eleutherodactylus,Eleutherodactylidae,melodius coqui; wightmans robber frog ,Eleutherodactylus ,Leptodactylidae
257,4170,499,"halfstripe bromeliad frog , shreves robber frog",Eleutherodactylus,Eleutherodactylidae,melodius coqui; wightmans robber frog ,Eleutherodactylus ,Leptodactylidae
258,4210,499,"puerto rican robber frog, upland coqui",Eleutherodactylus,Eleutherodactylidae,melodius coqui; wightmans robber frog ,Eleutherodactylus ,Leptodactylidae
259,4225,471,virgin islands coqui,Eleutherodactylus,Eleutherodactylidae,virgin islands bopeep; virgin islands coqui ,Eleutherodactylus ,Leptodactylidae
260,4225,472,virgin islands coqui,Eleutherodactylus,Eleutherodactylidae,virgin islands bopeep; virgin islands coqui ,Eleutherodactylus ,Leptodactylidae
261,4251,499,"melodius coqui, wightmans robber frog",Eleutherodactylus,Eleutherodactylidae,melodius coqui; wightmans robber frog ,Eleutherodactylus ,Leptodactylidae
262,4275,628,"bernhards mantella, black mantella, tolongoina golden frog",Mantella,Mantellidae,golden mantella; golden frog ,Mantella ,Mantellidae
263,4275,629,"bernhards mantella, black mantella, tolongoina golden frog",Mantella,Mantellidae,golden mantella; golden frog ,Mantella ,Mantellidae
264,4276,628,"eastern golden frog, eastern mantella, yellow mantella",Mantella,Mantellidae,golden mantella; golden frog ,Mantella ,Mantellidae
265,4276,629,"eastern golden frog, eastern mantella, yellow mantella",Mantella,Mantellidae,golden mantella; golden frog ,Mantella ,Mantellidae
266,4277,628,"bluelegged mantella, tular golden frog, tular mantella, tulear golden frog",Mantella,Mantellidae,golden mantella; golden frog ,Mantella ,Mantellidae
267,4277,629,"bluelegged mantella, tular golden frog, tular mantella, tulear golden frog",Mantella,Mantellidae,golden mantella; golden frog ,Mantella ,Mantellidae
268,4278,628,"green golden frog, green mantella, lime mantella",Mantella,Mantellidae,golden mantella; golden frog ,Mantella ,Mantellidae
269,4278,629,"green golden frog, green mantella, lime mantella",Mantella,Mantellidae,golden mantella; golden frog ,Mantella ,Mantellidae
270,4312,339,"gottlebes narrowmouthed frog, malagasy rainbow frog, red rain frog",Scaphiophryne,Microhylidae,gottlebes narrowmouthed frog; rainbow burrowing frog; painted burrowing frog ,Scaphiophryne ,Microhylidae
271,4312,340,"gottlebes narrowmouthed frog, malagasy rainbow frog, red rain frog",Scaphiophryne,Microhylidae,gottlebes narrowmouthed frog; rainbow burrowing frog; painted burrowing frog ,Scaphiophryne ,Microhylidae
272,4357,605,patzcuaro frog,Lithobates,Ranidae,dark gopher frog; dusky crawfish frog; mississippi gopher frog; dusky gopher frog ,Lithobates ,Ranidae
273,4358,605,moores frog,Lithobates,Ranidae,dark gopher frog; dusky crawfish frog; mississippi gopher frog; dusky gopher frog ,Lithobates ,Ranidae
274,4363,8,albanian water frog,Pelophylax,Ranidae,albanian frog; albanian pool frog; balkan frog; virpazar frog; albanian water frog ,Pelophylax ,Ranidae
275,4363,9,albanian water frog,Pelophylax,Ranidae,albanian frog; albanian pool frog; balkan frog; virpazar frog; albanian water frog ,Pelophylax ,Ranidae
276,4366,379,romers treefrog,Liuixalus,Rhacophoridae,chirixalus romeri; philautus romeri; romers treefrog ,Liuixalus ,Rhacophoridae
277,4403,539,mountain stream siredon,Ambystoma,Ambystomatidae,mexican axolotl; axolotl ,Ambystoma ,Ambystomatidae
278,4403,540,mountain stream siredon,Ambystoma,Ambystomatidae,mexican axolotl; axolotl ,Ambystoma ,Ambystomatidae
279,4403,541,mountain stream siredon,Ambystoma,Ambystomatidae,mexican axolotl; axolotl ,Ambystoma ,Ambystomatidae
280,4409,392,moravia de chirripo salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
281,4409,393,moravia de chirripo salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
282,4410,392,celaque mushroomtongue salamander ,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
283,4410,393,celaque mushroomtongue salamander ,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
284,4411,392,cerro pando salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
285,4411,393,cerro pando salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
286,4412,392,conants mushroomtongue salamander ,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
287,4412,393,conants mushroomtongue salamander ,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
288,4413,392,"dunns mushroomtongue salamander , dunns salamander",Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
289,4413,393,"dunns mushroomtongue salamander , dunns salamander",Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
290,4414,392,"engelhardts mushroomtongue salamander , engelhardts salamander",Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
291,4414,393,"engelhardts mushroomtongue salamander , engelhardts salamander",Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
292,4415,392,"yellowlegged mushroomtongue salamander, yellowlegged salamander ",Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
293,4415,393,"yellowlegged mushroomtongue salamander, yellowlegged salamander ",Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
294,4416,392,"yellowbellied salamander, yellowbelly mushroomtongue salamander",Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
295,4416,393,"yellowbellied salamander, yellowbelly mushroomtongue salamander",Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
296,4417,392,crater salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
297,4417,393,crater salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
298,4418,392,mexican mushroomtongue salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
299,4418,393,mexican mushroomtongue salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
300,4420,392,"black webfotted salamander , cordillera central salamander",Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
301,4420,393,"black webfotted salamander , cordillera central salamander",Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
302,4421,392,pandi mushroomtongue salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
303,4421,393,pandi mushroomtongue salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
304,4423,392,"riletts mushroomtongue salamander, riletts salamander",Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
305,4423,393,"riletts mushroomtongue salamander, riletts salamander",Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
306,4424,392,salvins mushroomtongue salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
307,4424,393,salvins mushroomtongue salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
308,4425,392,cordillera talamanca salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
309,4425,393,cordillera talamanca salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
310,4426,392,la palma salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
311,4426,393,la palma salamander,Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
312,4427,392,"veracruz mushroomtongue salamander, veracruz salamander ",Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
313,4427,393,"veracruz mushroomtongue salamander, veracruz salamander ",Bolitoglossa,Plethodontidae,salvins salamander; salvins mushroomtongue salamander ,Bolitoglossa ,Plethodontidae
314,4491,278,maathais longleg,Notogomphus,Gomphidae,maathais clubtail; maathais longleg ,Notogomphus ,Gomphidae
315,4491,279,maathais longleg,Notogomphus,Gomphidae,maathais clubtail; maathais longleg ,Notogomphus ,Gomphidae
316,4511,91,"acklins ground iguana, central bahamian rock iguana, san salvador ground iguana, san salvador iguana, watling island iguana, white cay ground iguana",Cyclura,Iguanidae,cayman island ground iguana; grand cayman blue iguana; grand cayman iguana; cayman island blue iguana ,Cyclura ,Iguanidae
317,4511,396,"acklins ground iguana, central bahamian rock iguana, san salvador ground iguana, san salvador iguana, watling island iguana, white cay ground iguana",Cyclura,Iguanidae,acklins ground iguana; san salvador ground iguana; san salvador rock iguana; watling island iguana; white cay ground iguana; san salvador iguana ,Cyclura ,Iguanidae
318,4511,523,"acklins ground iguana, central bahamian rock iguana, san salvador ground iguana, san salvador iguana, watling island iguana, white cay ground iguana",Cyclura,Iguanidae,anegada island iguana; anegada rock iguana; anegada ground iguana ,Cyclura ,Iguanidae
319,4511,524,"acklins ground iguana, central bahamian rock iguana, san salvador ground iguana, san salvador iguana, watling island iguana, white cay ground iguana",Cyclura,Iguanidae,anegada island iguana; anegada rock iguana; anegada ground iguana ,Cyclura ,Iguanidae
320,4511,525,"acklins ground iguana, central bahamian rock iguana, san salvador ground iguana, san salvador iguana, watling island iguana, white cay ground iguana",Cyclura,Iguanidae,anegada island iguana; anegada rock iguana; anegada ground iguana ,Cyclura ,Iguanidae
321,4511,542,"acklins ground iguana, central bahamian rock iguana, san salvador ground iguana, san salvador iguana, watling island iguana, white cay ground iguana",Cyclura,Iguanidae,bartschs iguana; turks and caicos ground iguana; turks and caicos iguana; bahamas rock iguana ,Cyclura ,Iguanidae
322,4511,543,"acklins ground iguana, central bahamian rock iguana, san salvador ground iguana, san salvador iguana, watling island iguana, white cay ground iguana",Cyclura,Iguanidae,bartschs iguana; turks and caicos ground iguana; turks and caicos iguana; bahamas rock iguana ,Cyclura ,Iguanidae
323,4511,544,"acklins ground iguana, central bahamian rock iguana, san salvador ground iguana, san salvador iguana, watling island iguana, white cay ground iguana",Cyclura,Iguanidae,bartschs iguana; turks and caicos ground iguana; turks and caicos iguana; bahamas rock iguana ,Cyclura ,Iguanidae
324,4511,646,"acklins ground iguana, central bahamian rock iguana, san salvador ground iguana, san salvador iguana, watling island iguana, white cay ground iguana",Cyclura,Iguanidae,ricords ground iguana; ricords iguana; hispaniolan ground iguana ,Cyclura ,Iguanidae
325,4511,653,"acklins ground iguana, central bahamian rock iguana, san salvador ground iguana, san salvador iguana, watling island iguana, white cay ground iguana",Cyclura,Iguanidae,jamaican iguana; jamaican rock iguana; jamaican ground iguana ,Cyclura ,Iguanidae
326,4530,102,levantine nase,Chondrostoma,Cyprinidae,beyehir nase; chondrostoma ,Chondrostoma ,Cyprinidae
327,4536,328,central anatolian spined loach,Cobitis,Cobitidae,lamprehuela; verdem do norte; northern iberian spinedloach ,Cobitis ,Cobitidae
328,4549,328,brown spined loach,Cobitis,Cobitidae,lamprehuela; verdem do norte; northern iberian spinedloach ,Cobitis ,Cobitidae
329,4556,67,blue shiner,Cyprinella,Cyprinidae,erogala caeruleus; notropis caeruleus; photogenis caeruleus; blue shiner ,Cyprinella ,Cyprinidae
330,4562,67,conchos shiner,Cyprinella,Cyprinidae,erogala caeruleus; notropis caeruleus; photogenis caeruleus; blue shiner ,Cyprinella ,Cyprinidae
331,4564,328,orontes spined loach,Cobitis,Cobitidae,lamprehuela; verdem do norte; northern iberian spinedloach ,Cobitis ,Cobitidae
332,4566,67,cuatro cienegas shiner,Cyprinella,Cyprinidae,erogala caeruleus; notropis caeruleus; photogenis caeruleus; blue shiner ,Cyprinella ,Cyprinidae
333,4572,133,twofingered skink,Chalcides,Scincidae,chalcides polylepis; doumergues skink ,Chalcides ,Scincidae
334,4572,463,twofingered skink,Chalcides,Scincidae,cylindrical skink; twofingered skink ,Chalcides ,Scincidae
335,4575,16,aran rock lizard,Iberolacerta,Lacertidae,lagartija aranesa; aran rock lizard ,Iberolacerta ,Lacertidae
336,4575,28,aran rock lizard,Iberolacerta,Lacertidae,lagartija pallaresa; aurelios rock lizard ,Iberolacerta ,Lacertidae
337,4575,88,aran rock lizard,Iberolacerta,Lacertidae,cyrens rock lizard; iberian rock lizard; spanish mountain lizard; carpetane rock lizard ,Iberolacerta ,Lacertidae
338,4575,713,aran rock lizard,Iberolacerta,Lacertidae,lacerta martinezricai; pena de francia rock lizard ,Iberolacerta ,Lacertidae
